t [s],v [É m/sec]
85.85,24.721
85.86,22.96
85.87,21.049
85.88,18.418
85.89,14.694
85.9,9.8
85.91,4.539
85.92,-1.354
85.93,-7.184
85.94,-12.389
85.95,-17.298
85.96,-22.15
85.97,-25.914
85.98,-28.208
85.99,-30.171
86,-31.063
86.01,-30.673
86.02,-29.518
86.03,-27.087
86.04,-23.56
86.05,-19.182
86.06,-14.82
86.07,-9.682
86.08,-4.45
86.09,1.003
86.1,7.102
86.11,12.78
86.12,18.116
86.13,23.034
86.14,27.397
86.15,30.63
86.16,32.961
86.17,34.226
86.18,34.656
86.19,33.635
86.2,31.244
86.21,27.665
86.22,23.368
86.23,18.334
86.24,12.631
86.25,6.544
86.26,0.273
86.27,-6.685
86.28,-13.199
86.29,-18.899
86.3,-24.179
86.31,-28.106
86.32,-30.527
86.33,-32.099
86.34,-33.11
86.35,-32.816
86.36,-31.103
86.37,-27.598
86.38,-22.806
86.39,-17.146
86.4,-11.164
86.41,-4.749
86.42,2.071
86.43,9.218
86.44,16.424
86.45,22.782
86.46,27.804
86.47,31.652
86.48,34.432
86.49,35.915
86.5,35.892
86.51,34.055
86.52,30.953
86.53,27.334
86.54,23.304
86.55,18.293
86.56,13.071
86.57,7.436
86.58,1.031
86.59,-5.668
86.6,-12.099
86.61,-17.894
86.62,-22.621
86.63,-26.254
86.64,-29.241
86.65,-31.238
86.66,-32.525
86.67,-32.741
86.68,-30.746
86.69,-27.157
86.7,-22.078
86.71,-16.784
86.72,-11.751
86.73,-6.359
86.74,-0.764
86.75,4.741
86.76,9.953
86.77,14.975
86.78,19.1
86.79,22.818
86.8,26.306
86.81,28.801
86.82,30.065
86.83,29.863
86.84,28.735
86.85,26.078
86.86,22.564
86.87,18.742
86.88,14.008
86.89,8.458
86.9,2.211
86.91,-3.75
86.92,-9.403
86.93,-14.18
86.94,-17.91
86.95,-21.897
86.96,-26.63
86.97,-29.733
86.98,-31.925
86.99,-32.999
87,-33.204
87.01,-32.408
87.02,-30.865
87.03,-27.785
87.04,-23.411
87.05,-17.56
87.06,-11.183
87.07,-4.645
87.08,1.978
87.09,8.279
87.1,13.943
87.11,18.601
87.12,22.599
87.13,26.439
87.14,29.675
87.15,31.741
87.16,32.409
87.17,31.802
87.18,30.389
87.19,27.775
87.2,23.086
87.21,17.319
87.22,10.915
87.23,4.328
87.24,-3.096
87.25,-10.291
87.26,-16.958
87.27,-23.5
87.28,-29.542
87.29,-33.942
87.3,-37.203
87.31,-39.824
87.32,-40.829
87.33,-40.764
87.34,-38.873
87.35,-35.305
87.36,-30.044
87.37,-23.792
87.38,-16.867
87.39,-8.982
87.4,-0.283
87.41,8.302
87.42,16.374
87.43,23.513
87.44,30.088
87.45,36.233
87.46,41.4
87.47,44.33
87.48,44.616
87.49,42.548
87.5,38.684
87.51,33.628
87.52,27.673
87.53,20.597
87.54,12.911
87.55,4.693
87.56,-3.265
87.57,-11.779
87.58,-20.103
87.59,-26.782
87.6,-32.498
87.61,-37.491
87.62,-41.161
87.63,-43.214
87.64,-43.34
87.65,-42.332
87.66,-39.942
87.67,-35.54
87.68,-30.481
87.69,-24.351
87.7,-16.438
87.71,-8.371
87.72,-0.159
87.73,8.562
87.74,18.085
87.75,26.408
87.76,33.263
87.77,39.432
87.78,43.757
87.79,46.217
87.8,46.633
87.81,44.664
87.82,41.038
87.83,35.669
87.84,28.546
87.85,20.526
87.86,11.902
87.87,2.892
87.88,-6.089
87.89,-15.148
87.9,-23.461
87.91,-30.572
87.92,-36.307
87.93,-40.976
87.94,-43.458
87.95,-44.453
87.96,-43.223
87.97,-40.047
87.98,-35.79
87.99,-29.812
88,-22.608
88.01,-14.581
88.02,-6.08
88.03,2.051
88.04,10.038
88.05,17.383
88.06,24.337
88.07,30.761
88.08,35.913
88.09,39.046
88.1,40.924
88.11,41.386
88.12,40.008
88.13,37.083
88.14,32.492
88.15,26.993
88.16,20.534
88.17,13.553
88.18,6.879
88.19,0.265
88.2,-6.787
88.21,-13.991
88.22,-20.028
88.23,-25.162
88.24,-29.441
88.25,-32.048
88.26,-32.513
88.27,-31.563
88.28,-29.286
88.29,-25.529
88.3,-21.09
88.31,-15.706
88.32,-9.488
88.33,-2.422
88.34,4.681
88.35,11.094
88.36,16.271
88.37,20.598
88.38,23.706
88.39,26.009
88.4,26.598
88.41,25.795
88.42,24.281
88.43,22.436
88.44,19.566
88.45,15.776
88.46,11.698
88.47,7.604
88.48,3.244
88.49,-0.967
88.5,-4.805
88.51,-7.981
88.52,-11.205
88.53,-13.675
88.54,-16.126
88.55,-17.953
88.56,-18.79
88.57,-18.73
88.58,-17.861
88.59,-16.104
88.6,-13.452
88.61,-9.814
88.62,-6.1
88.63,-1.931
88.64,2.21
88.65,6.423
88.66,10.843
88.67,14.734
88.68,18.559
88.69,22.049
88.7,24.167
88.71,25.432
88.72,26.365
88.73,26.275
88.74,24.961
88.75,22.496
88.76,18.295
88.77,12.957
88.78,6.901
88.79,0.841
88.8,-5.087
88.81,-10.401
88.82,-15.46
88.83,-19.371
88.84,-22.005
88.85,-23.785
88.86,-24.407
88.87,-23.863
88.88,-22.351
88.89,-18.966
88.9,-15.32
88.91,-10.55
88.92,-4.974
88.93,0.725
88.94,5.903
88.95,10.811
88.96,15.661
88.97,19.578
88.98,22.807
88.99,25.585
89,27.26
89.01,27.727
89.02,26.513
89.03,23.673
89.04,19.802
89.05,15.626
89.06,10.214
89.07,3.844
89.08,-2.99
89.09,-9.6
89.1,-15.902
89.11,-21.2
89.12,-25.444
89.13,-28.933
89.14,-31.513
89.15,-32.743
89.16,-32.415
89.17,-30.953
89.18,-27.564
89.19,-23.038
89.2,-17.811
89.21,-12.432
89.22,-5.962
89.23,1.29
89.24,9.027
89.25,16.251
89.26,22.37
89.27,27.125
89.28,30.258
89.29,31.958
89.3,31.943
89.31,30.588
89.32,27.993
89.33,23.737
89.34,18.312
89.35,12.756
89.36,7.004
89.37,1.232
89.38,-5.287
89.39,-11.45
89.4,-16.995
89.41,-22.103
89.42,-26.089
89.43,-28.799
89.44,-29.727
89.45,-29.194
89.46,-27.774
89.47,-25.331
89.48,-21.915
89.49,-17.625
89.5,-12.276
89.51,-6.058
89.52,0.076
89.53,6.373
89.54,11.522
89.55,15.549
89.56,19.178
89.57,22.288
89.58,24.647
89.59,25.612
89.6,25.417
89.61,24.113
89.62,21.805
89.63,18.132
89.64,13.999
89.65,8.998
89.66,4.278
89.67,-0.924
89.68,-5.783
89.69,-9.952
89.7,-13.783
89.71,-16.842
89.72,-18.973
89.73,-20.388
89.74,-21.194
89.75,-21.328
89.76,-20.92
89.77,-19.355
89.78,-17.074
89.79,-14.453
89.8,-11.156
89.81,-7.348
89.82,-2.826
89.83,1.136
89.84,5.459
89.85,9.697
89.86,12.811
89.87,15.331
89.88,16.976
89.89,17.885
89.9,17.852
89.91,17.055
89.92,15.771
89.93,13.982
89.94,11.345
89.95,8.471
89.96,5.762
89.97,3.333
89.98,1.341
89.99,-0.827
90,-3.057
90.01,-6.155
90.02,-8.266
90.03,-9.28
90.04,-9.941
90.05,-10.431
90.06,-10.851
90.07,-11.213
90.08,-10.966
90.09,-10.05
90.1,-8.646
90.11,-7.099
90.12,-5.718
90.13,-4.414
90.14,-3.363
90.15,-2.101
90.16,-1.15
90.17,-0.296
90.18,0.351
90.19,0.553
90.2,0.838
90.21,1.702
90.22,2.291
90.23,2.621
90.24,2.837
90.25,3.065
90.26,2.928
90.27,1.834
90.28,1.213
90.29,1.724
90.3,2.428
90.31,4.09
90.32,5.481
90.33,6.603
90.34,7.82
90.35,9.525
90.36,10.933
90.37,12.038
90.38,12.418
90.39,12.28
90.4,11.559
90.41,10.469
90.42,9.2
90.43,7.774
90.44,6.212
90.45,3.976
90.46,0.916
90.47,-2.513
90.48,-5.931
90.49,-8.766
90.5,-11.026
90.51,-12.769
90.52,-14.448
90.53,-15.15
90.54,-16.318
90.55,-16.799
90.56,-16.626
90.57,-15.79
90.58,-14.792
90.59,-12.709
90.6,-9.67
90.61,-6.107
90.62,-2.562
90.63,1.493
90.64,5.535
90.65,9.292
90.66,12.416
90.67,14.477
90.68,16.449
90.69,18.183
90.7,19.488
90.71,20.484
90.72,20.814
90.73,20.411
90.74,20.021
90.75,19.65
90.76,18.535
90.77,16.586
90.78,13.603
90.79,9.704
90.8,5.097
90.81,0.681
90.82,-4.028
90.83,-8.866
90.84,-12.908
90.85,-16.853
90.86,-20.579
90.87,-24.097
90.88,-27.588
90.89,-29.477
90.9,-30.042
90.91,-29.882
90.92,-29.784
90.93,-29.669
90.94,-28.008
90.95,-25.097
90.96,-21.407
90.97,-17.222
90.98,-12.346
90.99,-6.929
91,-1.382
91.01,4.89
91.02,11.265
91.03,16.996
91.04,22.906
91.05,28.084
91.06,31.812
91.07,34.359
91.08,36.163
91.09,37.015
91.1,36.569
91.11,34.127
91.12,29.942
91.13,25.051
91.14,19.809
91.15,13.907
91.16,7.581
91.17,0.733
91.18,-5.821
91.19,-12.188
91.2,-17.857
91.21,-22.826
91.22,-26.839
91.23,-29.597
91.24,-31.188
91.25,-31.764
91.26,-31.093
91.27,-29.167
91.28,-26.313
91.29,-22.165
91.3,-18.128
91.31,-13.859
91.32,-9.172
91.33,-4.669
91.34,-0.318
91.35,3.896
91.36,7.525
91.37,11.105
91.38,13.789
91.39,15.762
91.4,17.438
91.41,18.487
91.42,19.171
91.43,19.404
91.44,18.828
91.45,17.767
91.46,16.518
91.47,14.723
91.48,12.616
91.49,10.294
91.5,7.82
91.51,5.34
91.52,2.461
91.53,0.167
91.54,-1.416
91.55,-3.137
91.56,-4.806
91.57,-6.301
91.58,-8.108
91.59,-10.172
91.6,-11.792
91.61,-12.826
91.62,-13.475
91.63,-13.597
91.64,-12.732
91.65,-11.24
91.66,-8.865
91.67,-6.43
91.68,-4.3
91.69,-2.175
91.7,0.281
91.71,2.941
91.72,5.106
91.73,6.935
91.74,8.661
91.75,10.133
91.76,11.04
91.77,11.091
91.78,10.644
91.79,9.699
91.8,7.673
91.81,5.304
91.82,2.814
91.83,-0.298
91.84,-3.392
91.85,-6.146
91.86,-8.156
91.87,-10.12
91.88,-11.834
91.89,-13.272
91.9,-14.308
91.91,-14.939
91.92,-14.851
91.93,-14.34
91.94,-13.442
91.95,-11.973
91.96,-10.471
91.97,-8.456
91.98,-6.308
91.99,-4.192
92,-2.755
92.01,-1.494
92.02,-0.402
92.03,0.866
92.04,2.595
92.05,4.39
92.06,6.653
92.07,9.087
92.08,11.914
92.09,14.904
92.1,16.922
92.11,17.796
92.12,18.203
92.13,18.257
92.14,18.195
92.15,17.287
92.16,15.43
92.17,13.356
92.18,11.119
92.19,9.042
92.2,6.87
92.21,4.669
92.22,1.817
92.23,-0.764
92.24,-3.508
92.25,-5.755
92.26,-7.691
92.27,-9.218
92.28,-10.93
92.29,-12.419
92.3,-13.354
92.31,-13.992
92.32,-13.866
92.33,-13.712
92.34,-14.159
92.35,-14.31
92.36,-13.663
92.37,-12.27
92.38,-11.28
92.39,-9.997
92.4,-8.674
92.41,-7.218
92.42,-5.223
92.43,-3.36
92.44,-1.182
92.45,0.976
92.46,3.519
92.47,6.301
92.48,9.217
92.49,12.407
92.5,15.495
92.51,18.15
92.52,19.954
92.53,20.848
92.54,20.864
92.55,20.26
92.56,19.526
92.57,18.391
92.58,16.018
92.59,12.342
92.6,7.455
92.61,2.13
92.62,-3.379
92.63,-8.614
92.64,-14.082
92.65,-19.777
92.66,-25.431
92.67,-30.426
92.68,-34.153
92.69,-36.616
92.7,-37.026
92.71,-36.028
92.72,-33.839
92.73,-30.233
92.74,-25.273
92.75,-18.974
92.76,-11.839
92.77,-4.109
92.78,4.441
92.79,12.821
92.8,21.116
92.81,28.874
92.82,36.219
92.83,42.474
92.84,47.087
92.85,49.401
92.86,49.535
92.87,47.366
92.88,43.141
92.89,36.677
92.9,28.633
92.91,18.836
92.92,8.692
92.93,-1.916
92.94,-13.212
92.95,-24.048
92.96,-33.983
92.97,-42.579
92.98,-49.047
92.99,-54.552
93,-58.724
93.01,-60.771
93.02,-60.42
93.03,-57.922
93.04,-53.154
93.05,-46.186
93.06,-36.84
93.07,-26.346
93.08,-15.099
93.09,-3.232
93.1,8.91
93.11,20.783
93.12,32.028
93.13,41.855
93.14,49.248
93.15,54.842
93.16,58.188
93.17,59.239
93.18,57.69
93.19,53.494
93.2,47.412
93.21,40.033
93.22,31.681
93.23,22.243
93.24,11.738
93.25,0.365
93.26,-10.521
93.27,-20.291
93.28,-29.28
93.29,-36.632
93.3,-42.764
93.31,-46.882
93.32,-48.416
93.33,-47.801
93.34,-45.769
93.35,-41.577
93.36,-35.824
93.37,-28.782
93.38,-22.057
93.39,-14.85
93.4,-7.546
93.41,-0.547
93.42,6.42
93.43,13.609
93.44,19.688
93.45,24.789
93.46,28.479
93.47,30.554
93.48,31.608
93.49,31.847
93.5,30.16
93.51,27.431
93.52,23.579
93.53,19.316
93.54,15.064
93.55,10.36
93.56,5.157
93.57,0.12
93.58,-4.376
93.59,-8.541
93.6,-12.058
93.61,-14.386
93.62,-15.55
93.63,-15.889
93.64,-15.563
93.65,-15.055
93.66,-14.004
93.67,-11.959
93.68,-10.151
93.69,-8.246
93.7,-4.933
93.71,-1.675
93.72,1.155
93.73,3.984
93.74,6.647
93.75,8.278
93.76,9.732
93.77,10.813
93.78,11.279
93.79,11.891
93.8,11.974
93.81,11.624
93.82,10.67
93.83,9.768
93.84,8.461
93.85,6.488
93.86,4.349
93.87,2.43
93.88,0.078
93.89,-2.5
93.9,-4.664
93.91,-6.512
93.92,-8.019
93.93,-9.293
93.94,-10.003
93.95,-10.324
93.96,-10.08
93.97,-9.406
93.98,-8.541
93.99,-7.496
94,-6.248
94.01,-5.221
94.02,-3.789
94.03,-1.745
94.04,0.448
94.05,2.211
94.06,3.15
94.07,3.78
94.08,4.763
94.09,5.275
94.1,5.566
94.11,5.16
94.12,4.012
94.13,2.117
94.14,0.212
94.15,-1.387
94.16,-2.419
94.17,-3.453
94.18,-4.456
94.19,-5.324
94.2,-6.334
94.21,-6.794
94.22,-6.446
94.23,-5.902
94.24,-4.602
94.25,-2.626
94.26,-0.307
94.27,1.538
94.28,3.692
94.29,6.02
94.3,8.347
94.31,10.231
94.32,11.354
94.33,11.461
94.34,11.487
94.35,10.959
94.36,9.949
94.37,8.026
94.38,5.901
94.39,3.829
94.4,1.748
94.41,-0.259
94.42,-1.638
94.43,-2.174
94.44,-3.106
94.45,-4.607
94.46,-5.95
94.47,-7.032
94.48,-7.265
94.49,-7.281
94.5,-6.861
94.51,-5.508
94.52,-4.139
94.53,-2.033
94.54,0.689
94.55,3.416
94.56,5.535
94.57,6.486
94.58,7.837
94.59,9.25
94.6,10.407
94.61,11.057
94.62,11.586
94.63,12.275
94.64,12.693
94.65,12.743
94.66,12.698
94.67,12.043
94.68,11.287
94.69,10.021
94.7,7.432
94.71,4.38
94.72,1.387
94.73,-1.64
94.74,-5.405
94.75,-8.976
94.76,-11.961
94.77,-14.676
94.78,-16.554
94.79,-17.323
94.8,-17.352
94.81,-16.354
94.82,-14.306
94.83,-12.001
94.84,-9.671
94.85,-7.326
94.86,-4.684
94.87,-1.292
94.88,2.005
94.89,5.387
94.9,8.754
94.91,12.176
94.92,14.86
94.93,16.725
94.94,18.068
94.95,18.987
94.96,19.787
94.97,19.497
94.98,18.344
94.99,16.615
95,13.963
95.01,11.198
95.02,7.79
95.03,4.018
95.04,-0.616
95.05,-4.83
95.06,-8.78
95.07,-13.123
95.08,-16.456
95.09,-18.69
95.1,-19.858
95.11,-19.564
95.12,-18.851
95.13,-17.738
95.14,-15.909
95.15,-12.972
95.16,-9.275
95.17,-4.758
95.18,-0.428
95.19,3.361
95.2,6.486
95.21,8.879
95.22,10.65
95.23,12.031
95.24,13.028
95.25,13.829
95.26,13.83
95.27,13.592
95.28,13.124
95.29,12.157
95.3,11.097
95.31,9.48
95.32,6.581
95.33,2.823
95.34,-1.195
95.35,-4.849
95.36,-8.096
95.37,-10.763
95.38,-13.091
95.39,-15.138
95.4,-17.226
95.41,-18.669
95.42,-18.978
95.43,-18.875
95.44,-18.543
95.45,-17.481
95.46,-16.23
95.47,-14.091
95.48,-10.324
95.49,-5.887
95.5,-1.254
95.51,2.884
95.52,7.239
95.53,12.069
95.54,16.028
95.55,19.411
95.56,22.64
95.57,24.578
95.58,25.281
95.59,25.512
95.6,24.381
95.61,22.589
95.62,19.95
95.63,16.6
95.64,12.267
95.65,6.591
95.66,0.494
95.67,-5.226
95.68,-11.272
95.69,-17.386
95.7,-22.525
95.71,-27.215
95.72,-31.085
95.73,-33.951
95.74,-35.972
95.75,-36.657
95.76,-35.728
95.77,-33.75
95.78,-30.283
95.79,-25.094
95.8,-18.4
95.81,-10.822
95.82,-2.769
95.83,5.25
95.84,12.742
95.85,20.024
95.86,26.775
95.87,32.592
95.88,37.464
95.89,40.595
95.9,42.058
95.91,41.673
95.92,39.59
95.93,36.182
95.94,31.425
95.95,25.47
95.96,18.205
95.97,9.796
95.98,0.911
95.99,-7.584
96,-14.93
96.01,-21.433
96.02,-27.296
96.03,-31.943
96.04,-35.487
96.05,-37.791
96.06,-38.62
96.07,-38.282
96.08,-37.01
96.09,-34.038
96.1,-28.96
96.11,-22.85
96.12,-15.507
96.13,-7.827
96.14,0.296
96.15,8.129
96.16,15.569
96.17,21.922
96.18,27.314
96.19,31.877
96.2,35.672
96.21,38.577
96.22,39.19
96.23,37.973
96.24,35.534
96.25,31.435
96.26,25.901
96.27,18.956
96.28,12.061
96.29,4.329
96.3,-3.496
96.31,-10.322
96.32,-16.623
96.33,-22.671
96.34,-27.325
96.35,-30.747
96.36,-32.942
96.37,-34.085
96.38,-34.316
96.39,-33.438
96.4,-30.971
96.41,-26.853
96.42,-21.589
96.43,-15.967
96.44,-10.14
96.45,-3.91
96.46,2.296
96.47,8.574
96.48,14.697
96.49,20.009
96.5,23.34
96.51,25.592
96.52,27.475
96.53,28.733
96.54,28.828
96.55,27.903
96.56,25.987
96.57,23.326
96.58,20.286
96.59,16.655
96.6,12.619
96.61,8.102
96.62,3.196
96.63,-1.453
96.64,-5.812
96.65,-9.692
96.66,-14.067
96.67,-17.293
96.68,-19.615
96.69,-21.062
96.7,-21.326
96.71,-20.412
96.72,-19.133
96.73,-16.973
96.74,-14.245
96.75,-11.353
96.76,-8.739
96.77,-6.44
96.78,-4.486
96.79,-2.744
96.8,-0.643
96.81,1.972
96.82,3.876
96.83,5.539
96.84,6.906
96.85,7.931
96.86,8.444
96.87,9.742
96.88,11.159
96.89,11.511
96.9,11.023
96.91,9.921
96.92,8.691
96.93,7.657
96.94,7.38
96.95,7.1
96.96,6.029
96.97,4.661
96.98,3.059
96.99,0.998
97,-1.345
97.01,-4.326
97.02,-7.489
97.03,-10.975
97.04,-13.467
97.05,-14.423
97.06,-14.759
97.07,-14.99
97.08,-15.033
97.09,-14.236
97.1,-13.085
97.11,-11.157
97.12,-8.717
97.13,-5.984
97.14,-2.507
97.15,1.046
97.16,4.648
97.17,8.104
97.18,11.095
97.19,13.509
97.2,15.333
97.21,16.605
97.22,17.578
97.23,18.083
97.24,17.753
97.25,16.953
97.26,15.764
97.27,13.671
97.28,10.282
97.29,6.851
97.3,3.736
97.31,0.554
97.32,-2.007
97.33,-4.628
97.34,-7.427
97.35,-10.008
97.36,-11.788
97.37,-12.344
97.38,-11.804
97.39,-10.829
97.4,-9.799
97.41,-8.685
97.42,-6.935
97.43,-4.685
97.44,-2.099
97.45,0.531
97.46,3.322
97.47,5.406
97.48,6.982
97.49,7.908
97.5,8.884
97.51,9.613
97.52,10.177
97.53,10.441
97.54,10.544
97.55,10.535
97.56,9.75
97.57,9.059
97.58,8.141
97.59,6.238
97.6,3.535
97.61,0.1
97.62,-3.462
97.63,-7.101
97.64,-9.984
97.65,-12.295
97.66,-14.03
97.67,-14.725
97.68,-14.88
97.69,-14.839
97.7,-13.804
97.71,-13.051
97.72,-12.687
97.73,-11.814
97.74,-10.85
97.75,-9.734
97.76,-8.396
97.77,-7.166
97.78,-5.92
97.79,-3.667
97.8,-1.121
97.81,1.202
97.82,3.576
97.83,5.612
97.84,7.485
97.85,9.163
97.86,10.446
97.87,11.002
97.88,11.18
97.89,11.039
97.9,10.846
97.91,10.673
97.92,10.124
97.93,9.424
97.94,8.62
97.95,6.648
97.96,3.755
97.97,0.502
97.98,-3.595
97.99,-7.961
98,-12.416
98.01,-16.778
98.02,-20.402
98.03,-23.445
98.04,-25.489
98.05,-27.33
98.06,-28.195
98.07,-27.967
98.08,-26.461
98.09,-24.098
98.1,-21.492
98.11,-18.058
98.12,-13.721
98.13,-8.463
98.14,-2.647
98.15,3.372
98.16,8.319
98.17,12.992
98.18,17.28
98.19,20.313
98.2,22.776
98.21,24.771
98.22,25.979
98.23,26.4
98.24,25.689
98.25,24.344
98.26,22.747
98.27,20.313
98.28,17.133
98.29,13.176
98.3,8.064
98.31,2.575
98.32,-3.02
98.33,-8.091
98.34,-13.111
98.35,-17.565
98.36,-21.189
98.37,-24.31
98.38,-26.687
98.39,-28.106
98.4,-28.048
98.41,-27.381
98.42,-25.617
98.43,-22.751
98.44,-19.365
98.45,-15.084
98.46,-10.158
98.47,-4.623
98.48,1.171
98.49,7.216
98.5,12.722
98.51,17.985
98.52,22.567
98.53,26.652
98.54,29.985
98.55,31.938
98.56,32.443
98.57,31.91
98.58,30.397
98.59,28.143
98.6,24.772
98.61,20.346
98.62,14.685
98.63,8.693
98.64,3.316
98.65,-1.908
98.66,-7.291
98.67,-11.952
98.68,-15.523
98.69,-18.389
98.7,-21.01
98.71,-22.74
98.72,-23.46
98.73,-23.654
98.74,-22.724
98.75,-20.516
98.76,-17.206
98.77,-13.092
98.78,-8.192
98.79,-3.201
98.8,1.722
98.81,5.819
98.82,9.203
98.83,12.541
98.84,14.962
98.85,16.614
98.86,17.239
98.87,16.772
98.88,16.381
98.89,15.672
98.9,14.79
98.91,13.25
98.92,11.584
98.93,9.222
98.94,6.168
98.95,2.168
98.96,-1.626
98.97,-4.437
98.98,-6.567
98.99,-8.231
99,-9.82
99.01,-11.248
99.02,-11.739
99.03,-11.144
99.04,-9.974
99.05,-8.776
99.06,-7.137
99.07,-5.279
99.08,-3.174
99.09,-1.691
99.1,-0.297
99.11,1.193
99.12,3.248
99.13,4.757
99.14,6.056
99.15,7.355
99.16,7.956
99.17,8.354
99.18,8.333
99.19,7.416
99.2,6.471
99.21,5.367
99.22,4.548
99.23,3.841
99.24,2.736
99.25,1.16
99.26,-0.151
99.27,-1.411
99.28,-2.747
99.29,-4.35
99.3,-5.265
99.31,-5.22
99.32,-4.688
99.33,-4.164
99.34,-3.846
99.35,-3.444
99.36,-3.353
99.37,-3.168
99.38,-3.114
99.39,-3.201
99.4,-3.079
99.41,-3.219
99.42,-3.206
99.43,-3.774
99.44,-4.315
99.45,-4.575
99.46,-5.157
99.47,-6.059
99.48,-7.089
99.49,-7.815
99.5,-8.357
99.51,-8.239
99.52,-7.169
99.53,-5.943
99.54,-4.874
99.55,-3.286
99.56,-1.324
99.57,1.18
99.58,3.58
99.59,6.07
99.6,8.034
99.61,9.639
99.62,10.918
99.63,12.212
99.64,13.15
99.65,13.461
99.66,13.302
99.67,12.689
99.68,10.807
99.69,8.414
99.7,6.086
99.71,3.396
99.72,0.467
99.73,-3.03
99.74,-6.34
99.75,-9.636
99.76,-12.213
99.77,-13.354
99.78,-13.909
99.79,-14.105
99.8,-13.683
99.81,-12.812
99.82,-11.513
99.83,-9.385
99.84,-6.628
99.85,-3.726
99.86,-1.122
99.87,1.608
99.88,4.366
99.89,6.827
99.9,9.575
99.91,11.368
99.92,12.543
99.93,13.128
99.94,12.9
99.95,12.144
99.96,11.376
99.97,10.258
99.98,8.675
99.99,6.47
100,3.7
100.01,1.026
100.02,-1.099
100.03,-2.694
100.04,-4.306
100.05,-5.545
100.06,-6.209
100.07,-6.084
100.08,-5.563
100.09,-4.755
100.1,-4.538
100.11,-4.421
100.12,-4.344
100.13,-4.205
100.14,-3.606
100.15,-2.641
100.16,-1.117
100.17,0.421
100.18,1.39
100.19,2.444
100.2,3.398
100.21,3.948
100.22,4.495
100.23,5.013
100.24,6.317
100.25,7.544
100.26,8.607
100.27,9.686
100.28,10.607
100.29,11.805
100.3,12.557
100.31,12.475
100.32,12.517
100.33,11.756
100.34,10.685
100.35,8.943
100.36,6.925
100.37,5.086
100.38,2.993
100.39,0.999
100.4,-1.079
100.41,-3.256
100.42,-6.109
100.43,-9.17
100.44,-11.688
100.45,-13.915
100.46,-15.619
100.47,-17.051
100.48,-17.907
100.49,-18.697
100.5,-18.245
100.51,-16.789
100.52,-14.993
100.53,-13.196
100.54,-10.771
100.55,-8.549
100.56,-5.64
100.57,-2.482
100.58,0.832
100.59,4.263
100.6,7.712
100.61,10.763
100.62,13.569
100.63,16.524
100.64,19.031
100.65,21.102
100.66,22.318
100.67,22.163
100.68,20.846
100.69,19.245
100.7,17.234
100.71,13.765
100.72,9.972
100.73,5.474
100.74,0.157
100.75,-4.797
100.76,-9.573
100.77,-13.706
100.78,-17.724
100.79,-21.189
100.8,-23.81
100.81,-25.564
100.82,-27.19
100.83,-27.661
100.84,-26.806
100.85,-25.219
100.86,-22.269
100.87,-18.06
100.88,-13.671
100.89,-9.096
100.9,-4.013
100.91,1.382
100.92,6.514
100.93,11.426
100.94,15.504
100.95,18.594
100.96,20.71
100.97,21.751
100.98,21.67
100.99,21.007
101,19.858
101.01,17.494
101.02,13.963
101.03,10.099
101.04,6
101.05,1.248
101.06,-3.563
101.07,-8.726
101.08,-13.879
101.09,-18.191
101.1,-21.258
101.11,-22.86
101.12,-23.443
101.13,-23.747
101.14,-22.789
101.15,-21.177
101.16,-18.967
101.17,-15.464
101.18,-10.389
101.19,-4.769
101.2,0.37
101.21,4.972
101.22,8.215
101.23,10.761
101.24,13.216
101.25,14.98
101.26,15.529
101.27,14.975
101.28,13.663
101.29,11.804
101.3,9.499
101.31,6.775
101.32,3.688
101.33,0.177
101.34,-3.72
101.35,-7.047
101.36,-9.357
101.37,-11.134
101.38,-12.309
101.39,-12.611
101.4,-12.732
101.41,-12.318
101.42,-10.832
101.43,-9.252
101.44,-7.672
101.45,-5.597
101.46,-3.145
101.47,-0.862
101.48,1.092
101.49,3.284
101.5,5.903
101.51,8.337
101.52,9.564
101.53,10.678
101.54,10.47
101.55,9.397
101.56,7.498
101.57,5.387
101.58,2.752
101.59,0.042
101.6,-2.503
101.61,-4.574
101.62,-6.767
101.63,-8.529
101.64,-10.053
101.65,-10.4
101.66,-9.904
101.67,-8.85
101.68,-7.977
101.69,-6.47
101.7,-4.604
101.71,-2.377
101.72,0.138
101.73,3.225
101.74,6.119
101.75,8.484
101.76,10.793
101.77,12.811
101.78,14.603
101.79,15.696
101.8,16.287
101.81,16.196
101.82,15.793
101.83,15.482
101.84,14.831
101.85,13.864
101.86,12.965
101.87,11.769
101.88,9.808
101.89,7.669
101.9,5.371
101.91,3.304
101.92,1.378
101.93,-0.717
101.94,-2.39
101.95,-4.54
101.96,-6.537
101.97,-8.109
101.98,-9.775
101.99,-11.056
102,-12.247
102.01,-13.252
102.02,-13.864
102.03,-14.127
102.04,-13.481
102.05,-12.186
102.06,-10.565
102.07,-8.517
102.08,-5.463
102.09,-2.368
102.1,0.913
102.11,4.376
102.12,7.377
102.13,9.654
102.14,11.57
102.15,12.891
102.16,13.637
102.17,14.407
102.18,15.25
102.19,15.608
102.2,16.091
102.21,15.891
102.22,15.459
102.23,14.352
102.24,12.427
102.25,10.307
102.26,7.646
102.27,4.669
102.28,1.978
102.29,-0.718
102.3,-2.905
102.31,-4.888
102.32,-7.244
102.33,-10.121
102.34,-12.785
102.35,-15.329
